run_id,model,target,split,precision,recall,f1,roc_auc,pr_auc,predicted_positive_rate,recall_at_10pct,precision_at_10pct,threshold
20260308T183154Z,lightgbm,fall_next_30d,test,0.2419601837672281,0.3251028806584362,0.2774363476733977,0.7433310041846415,0.2134561685462104,0.0999540792897596,0.3251028806584362,0.2419601837672281,0.107661056866444
20260308T193627Z,lightgbm,fall_next_30d,val,0.3210332103321033,0.3915978994748687,0.3528218992903008,0.8008844197240489,0.3109984229429757,0.1000553812073103,0.3915978994748687,0.3212307692307692,0.2143510081494117
20260308T193627Z,lightgbm,fall_next_30d,test,0.2993579454253611,0.3837448559670782,0.3363390441839495,0.7844156814146523,0.2699545827919016,0.0953620082657278,0.3930041152263374,0.2924961715160796,0.2143510081494117
20260308T194044Z,lightgbm,fall_next_30d,val,0.3169533169533169,0.3870967741935484,0.3485309017223911,0.7988220074190019,0.3011884055748358,0.1001784505568888,0.3870967741935484,0.3175384615384615,0.2316232118390329
20260308T194044Z,lightgbm,fall_next_30d,test,0.2869991823385118,0.3611111111111111,0.3198177676537585,0.7758745196237158,0.2660145901454108,0.0936017143731823,0.3837448559670782,0.285604900459418,0.2316232118390329
20260308T194339Z,lightgbm,fall_next_30d,val,0.3169533169533169,0.3870967741935484,0.3485309017223911,0.7988220074190019,0.3011884055748358,0.1001784505568888,0.3870967741935484,0.3175384615384615,0.2250350220663201
20260308T194339Z,lightgbm,fall_next_30d,test,0.2869991823385118,0.3611111111111111,0.3198177676537585,0.7758745196237158,0.2660145901454108,0.0936017143731823,0.3837448559670782,0.285604900459418,0.2250350220663201
20260309T000224Z,decision_tree,fall_next_30d,val,0.492063492063492,0.1627906976744186,0.2446448703494926,0.7866262298917,0.2792196435391475,0.0271367915820564,0.3728432108027006,0.3058461538461538,
20260309T000224Z,decision_tree,fall_next_30d,test,0.4715189873417721,0.1532921810699588,0.2313664596273291,0.7636646083729578,0.2526803913392911,0.0241849073932343,0.3909465020576131,0.2909647779479326,
20260309T000224Z,decision_tree,rth_next_30d,val,0.6329113924050633,0.1026694045174538,0.1766784452296819,0.7624570995072598,0.159482150612077,0.0048612393083502,0.3860369609856263,0.1156923076923076,
20260309T000224Z,decision_tree,rth_next_30d,test,0.6607142857142857,0.1072463768115942,0.1845386533665835,0.7799844830355831,0.1613904039442465,0.004285932955763,0.4608695652173913,0.1217457886676876,
